98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
98,137,0,50,90,63,15
98,129,0,48,90,63,15
98,148,0,64,90,63,15
98,120,0,75,90,63,15
50,140,0,75,90,63,15
50,127,0,75,90,63,15
50,139,0,1,90,63,15
63,122,0,28,90,63,15
31,138,0,24,90,63,15
31,113,0,24,90,63,15
31,113,0,32,90,63,15
21,141,0,32,90,63,15
24,133,0,53,90,63,15
24,119,0,53,90,63,15
24,150,0,53,90,63,15
